"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","Name","comp01_club","comp01_dq","comp01_won"
"Master 1","Male","BLUE","Light","FIGHT 12","Sat","09/03","10:56 AM",2,"18",378,"Thomas Lyle Adamson","Team Link Utah",0,0
"Master 1","Male","BLUE","Light","FIGHT 18","Sat","09/03","11:32 AM",1,"4",379,"Nemezio O Lopezperez ","Legion American Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","FIGHT 19","Sat","09/03","11:45 AM",2,"6",380,"Mark Christopher Hamm","Lovato Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Light","FIGHT 10","Sat","09/03","10:41 AM",1,"30",381,"Ngoc Nguyen Duong","Checkmat Buena Park",0,1
"Master 1","Male","BLUE","Light","FIGHT 15","Sat","09/03","10:51 AM",1,"26",382,"Richard Anthony Davis","Caveirinha Jiu-Jitsu Family USA",0,1
"Master 1","Male","BLUE","Light","FIGHT 14","Sat","09/03","11:09 AM",1,"4",383,"Nemezio O Lopezperez ","Legion American Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","FIGHT 16","Sat","09/03","11:14 AM",1,"6",384,"Mark Christopher Hamm","Lovato Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","BYE","BYE","BYE","BYE",1,"4",385,"Nemezio O Lopezperez ","Legion American Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","BYE","BYE","BYE","BYE",1,"6",386,"Mark Christopher Hamm","Lovato Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","FIGHT 5","Sat","09/03","10:17 AM",2,"15",387,"Shawn Laljit","Gregor Gracie Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Light","FIGHT 7","Sat","09/03","10:57 AM",1,"11",388,"Yuta Asano Tamura","Alliance ",0,1
"Master 1","Male","BLUE","Light","FIGHT 10","Sat","09/03","11:12 AM",1,"39",389,"Kody Michael Lane","Swampfox Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","FIGHT 22","Sat","09/03","12:06 PM",1,"11",390,"Yuta Asano Tamura","Alliance ",0,1
"Master 1","Male","BLUE","Light","FIGHT 15","Sat","09/03","11:25 AM",2,"35",391,"Mark Messay Ellis","Flux MMA",0,0
"Master 1","Male","BLUE","Light","FIGHT 12","Sat","09/03","10:57 AM",2,"23",392,"Sergio Reyes","Fight Sports",1,0
"Master 1","Male","BLUE","Light","FIGHT 14","Sat","09/03","11:14 AM",2,"19",393,"Richie Sothavie Touch","CheckMat",1,0
"Master 1","Male","BLUE","Light","FIGHT 17","Sat","09/03","11:32 AM",1,"47",394,"Dezmond King McCowan","Infight USA",0,1
"Master 1","Male","BLUE","Light","FIGHT 19","Sat","09/03","11:41 AM",2,"43",395,"John Manuel Silvacontreras ","Cassio Werneck BJJ",0,0
"Master 1","Male","BLUE","Light","FIGHT 13","Sat","09/03","10:57 AM",2,"31",396,"Munkhtulga O Chimedbadam","Mongolian BJJ",1,0
"Master 1","Male","BLUE","Light","FIGHT 9","Sat","09/03","11:08 AM",2,"27",397,"Ricardo Antonio García Madrid","GF Team",0,0
"Master 1","Male","BLUE","Light","FIGHT 16","Sat","09/03","11:23 AM",2,"2",398,"Kenneth Earl Jackson Jr","Team Doan",1,0
"Master 1","Male","BLUE","Light","FIGHT 18","Sat","09/03","11:34 AM",2,"7",399,"Jeffery Michael Parkhurst","Brazilian Top Team",1,0
"Master 1","Male","BLUE","Light","BYE","BYE","BYE","BYE",1,"2",400,"Kenneth Earl Jackson Jr","Team Doan",0,1
"Master 1","Male","BLUE","Light","BYE","BYE","BYE","BYE",1,"7",401,"Jeffery Michael Parkhurst","Brazilian Top Team",0,1
"Master 1","Male","BLUE","Light","FIGHT 6","Sat","09/03","10:09 AM",1,"13",402,"Kyle James McIntosh","Sim Go Academy",0,1
"Master 1","Male","BLUE","Light","FIGHT 11","Sat","09/03","10:38 AM",2,"9",403,"Fabio Henrique Kassai de Oliveira","Atos Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Light","FIGHT 13","Sat","09/03","10:50 AM",2,"38",404,"Luke Stanley Gorczyca","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Light","FIGHT 24","Sat","09/03","11:46 AM",1,"49",405,"Craig Thomas Richman","Kiko France BJJ",0,1
"Master 1","Male","BLUE","Light","FIGHT 14","Sat","09/03","10:58 AM",2,"17",406,"Christopher Michael Boudreaux","Team Jucão",0,0
"Master 1","Male","BLUE","Light","FIGHT 9","Sat","09/03","10:26 AM",2,"21",407,"Joseph Scott Pennypacker","R1NG BJJ",0,0
"Master 1","Male","BLUE","Light","FIGHT 12","Sat","09/03","10:43 AM",1,"17",408,"Christopher Michael Boudreaux","Team Jucão",0,1
"Master 1","Male","BLUE","Light","FIGHT 20","Sat","09/03","11:27 AM",2,"3",409,"Samir El Khomsi","De La Riva International",0,0
"Master 1","Male","BLUE","Light","FIGHT 21","Sat","09/03","11:33 AM",2,"5",410,"AngelEmmanuel PeraltaContreras","Cascao Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Light","FIGHT 15","Sat","09/03","10:53 AM",1,"29",411,"Nicholas Truong Nguyen","Atos JJ International",0,1
"Master 1","Male","BLUE","Light","FIGHT 16","Sat","09/03","11:02 AM",1,"25",412,"Ryan Christopher McKey","Top Dawg BJJ",0,1
"Master 1","Male","BLUE","Light","FIGHT 17","Sat","09/03","11:06 AM",1,"3",413,"Samir El Khomsi","De La Riva International",0,1
"Master 1","Male","BLUE","Light","FIGHT 18","Sat","09/03","11:13 AM",1,"5",414,"AngelEmmanuel PeraltaContreras","Cascao Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","BYE","BYE","BYE","BYE",1,"3",415,"Samir El Khomsi","De La Riva International",0,1
"Master 1","Male","BLUE","Light","BYE","BYE","BYE","BYE",1,"5",416,"AngelEmmanuel PeraltaContreras","Cascao Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","FIGHT 36","Sat","09/03","01:35 PM",1,"49",417,"Craig Thomas Richman","Kiko France BJJ",0,1
"Master 1","Male","BLUE","Light","FIGHT 31","Sat","09/03","01:14 PM",1,"4",418,"Nemezio O Lopezperez ","Legion American Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Light","FIGHT 26","Sat","09/03","12:16 PM",1,"49",419,"Craig Thomas Richman","Kiko France BJJ",0,1
"Master 1","Male","PURPLE","Light","FIGHT 1","Fri","09/02","09:30 AM",1,"31",420,"Jorge Moreno Olivas","Renzo Gracie Mexico",0,1
"Master 1","Male","PURPLE","Light","FIGHT 5","Fri","09/02","10:08 AM",2,"27",421,"Patrick Thomas Santoro","Fifty/50 Jiu-Jitsu",1,0
"Master 1","Male","PURPLE","Light","FIGHT 6","Fri","09/02","10:19 AM",2,"2",422,"John Patrick Mulhern","Six Blades Jiu-Jitsu",1,0
"Master 1","Male","PURPLE","Light","FIGHT 11","Fri","09/02","10:49 AM",2,"11",423,"Demishan Bleu Duderstadt","BJJ Revolution Team",0,0
"Master 1","Male","PURPLE","Light","FIGHT 8","Fri","09/02","10:26 AM",2,"7",424,"Brent Scott Agee","Nova União",1,0
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"2",425,"John Patrick Mulhern","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"7",426,"Brent Scott Agee","Nova União",0,1
"Master 1","Male","PURPLE","Light","FIGHT 7","Fri","09/02","10:23 AM",2,"40",427,"Daniel Hun Park","American Jiu-Jitsu Syndicate",0,0
"Master 1","Male","PURPLE","Light","FIGHT 9","Fri","09/02","10:29 AM",1,"11",428,"Demishan Bleu Duderstadt","BJJ Revolution Team",0,1
"Master 1","Male","PURPLE","Light","FIGHT 2","Fri","09/02","10:00 AM",2,"23",429,"Craig M Feldman","Movement Art",1,0
"Master 1","Male","PURPLE","Light","FIGHT 2","Fri","09/02","09:39 AM",1,"19",430,"William Derrick Cosby II","Ares BJJ",0,1
"Master 1","Male","PURPLE","Light","FIGHT 3","Fri","09/02","10:02 AM",2,"15",431,"Brandon CalebAllen McLaughlin","Jiu-Jitsu For Life Team",0,0
"Master 1","Male","PURPLE","Light","FIGHT 4","Fri","09/02","10:10 AM",1,"11",432,"Demishan Bleu Duderstadt","BJJ Revolution Team",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"15",433,"Brandon CalebAllen McLaughlin","Jiu-Jitsu For Life Team",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"11",434,"Demishan Bleu Duderstadt","BJJ Revolution Team",0,1
"Master 1","Male","PURPLE","Light","FIGHT 3","Fri","09/02","09:47 AM",1,"29",435,"Nicolas Alberto Llados Villagra","Cicero Costha Internacional",0,1
"Master 1","Male","PURPLE","Light","FIGHT 6","Fri","09/02","10:20 AM",2,"25",436,"Scott Dennis LaVallie","Maracaba BJJ",1,0
"Master 1","Male","PURPLE","Light","FIGHT 5","Fri","09/02","10:09 AM",2,"3",437,"Tyler Wade Hayes","Phantom Brazilian Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Light","FIGHT 14","Fri","09/02","11:13 AM",1,"5",438,"Julian Malcolm McDuffie","Renzo Gracie LA",0,1
"Master 1","Male","PURPLE","Light","FIGHT 7","Fri","09/02","10:23 AM",1,"5",439,"Julian Malcolm McDuffie","Renzo Gracie LA",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"3",440,"Tyler Wade Hayes","Phantom Brazilian Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"5",441,"Julian Malcolm McDuffie","Renzo Gracie LA",0,1
"Master 1","Male","PURPLE","Light","FIGHT 9","Fri","09/02","10:31 AM",2,"37",442,"Denny Pascua Tabula","Caveirinha Jiu-Jitsu Family USA",0,0
"Master 1","Male","PURPLE","Light","FIGHT 10","Fri","09/02","10:41 AM",2,"17",443,"John Paul Martin","R1NG BJJ",0,0
"Master 1","Male","PURPLE","Light","FIGHT 1","Fri","09/02","09:30 AM",2,"21",444,"James E Stewart lll","Team James Clingerman",0,0
"Master 1","Male","PURPLE","Light","FIGHT 1","Fri","09/02","09:30 AM",1,"17",445,"John Paul Martin","R1NG BJJ",0,1
"Master 1","Male","PURPLE","Light","FIGHT 8","Fri","09/02","10:27 AM",2,"13",446,"Benjamin Mendez","Six Blades Jiu-Jitsu International ",1,0
"Master 1","Male","PURPLE","Light","FIGHT 4","Fri","09/02","09:54 AM",2,"9",447,"Brian Reilly","SBG International (SBGI)",0,0
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"13",448,"Benjamin Mendez","Six Blades Jiu-Jitsu International ",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"9",449,"Brian Reilly","SBG International (SBGI)",0,1
"Master 1","Male","PURPLE","Light","FIGHT 2","Fri","09/02","09:48 AM",2,"30",450,"Milton Joshua Hill","OMB",0,0
"Master 1","Male","PURPLE","Light","FIGHT 8","Fri","09/02","10:47 AM",2,"26",451,"Scott David McCorkill","Carlson Gracie Team",1,0
"Master 1","Male","PURPLE","Light","FIGHT 4","Fri","09/02","10:32 AM",1,"4",452,"Derek Tefft Linares","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Light","FIGHT 15","Fri","09/02","11:35 AM",2,"34",453,"Fernando Romo Pozo","Team Leites Stockholm",0,0
"Master 1","Male","PURPLE","Light","FIGHT 9","Fri","09/02","10:49 AM",1,"6",454,"Wayne Hayer Jr","Pedigo Submission Fighting",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"4",455,"Derek Tefft Linares","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"6",456,"Wayne Hayer Jr","Pedigo Submission Fighting",0,1
"Master 1","Male","PURPLE","Light","FIGHT 7","Fri","09/02","10:43 AM",2,"22",457,"Dwight Daniel Hargett","Six Blades Jiu-Jitsu International ",0,0
"Master 1","Male","PURPLE","Light","FIGHT 11","Fri","09/02","11:12 AM",1,"34",458,"Fernando Romo Pozo","Team Leites Stockholm",0,1
"Master 1","Male","PURPLE","Light","FIGHT 6","Fri","09/02","10:12 AM",1,"22",459,"Dwight Daniel Hargett","Six Blades Jiu-Jitsu International ",0,1
"Master 1","Male","PURPLE","Light","FIGHT 4","Fri","09/02","09:58 AM",2,"18",460,"Fernando Daniel Morillo Gonzalez","Fight Sports",0,0
"Master 1","Male","PURPLE","Light","FIGHT 3","Fri","09/02","10:22 AM",2,"14",461,"Joshua Allan Faison","G13 BJJ USA",0,0
"Master 1","Male","PURPLE","Light","FIGHT 5","Fri","09/02","10:35 AM",2,"10",462,"Juliano Nascimento da Paixão","Azimuth Brazilian Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"14",463,"Joshua Allan Faison","G13 BJJ USA",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"10",464,"Juliano Nascimento da Paixão","Azimuth Brazilian Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Light","FIGHT 2","Fri","09/02","09:40 AM",1,"28",465,"Paolo De Conciliis","Flow",0,1
"Master 1","Male","PURPLE","Light","FIGHT 3","Fri","09/02","09:48 AM",1,"32",466,"Ignacio Jose Falco","Easton BJJ",0,1
"Master 1","Male","PURPLE","Light","FIGHT 7","Fri","09/02","10:22 AM",1,"8",467,"Francisco Ademir Neto","CheckMat International",0,1
"Master 1","Male","PURPLE","Light","FIGHT 11","Fri","09/02","10:59 AM",2,"1",468,"Eduardo Medeiros dos Santos","Academia SBA Sylvio Behring ",0,0
"Master 1","Male","PURPLE","Light","FIGHT 8","Fri","09/02","10:32 AM",1,"1",469,"Eduardo Medeiros dos Santos","Academia SBA Sylvio Behring ",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"8",470,"Francisco Ademir Neto","CheckMat International",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"1",471,"Eduardo Medeiros dos Santos","Academia SBA Sylvio Behring ",0,1
"Master 1","Male","PURPLE","Light","FIGHT 9","Fri","09/02","10:42 AM",1,"12",472,"Suleyman Samet Göktopal","GMAC",0,1
"Master 1","Male","PURPLE","Light","FIGHT 10","Fri","09/02","10:44 AM",2,"16",473,"Benjamin Hou","Legion American Jiu-Jitsu",0,0
"Master 1","Male","PURPLE","Light","FIGHT 1","Fri","09/02","09:30 AM",1,"20",474,"Oscar Yamil Arana Jr","Workshop",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"16",475,"Benjamin Hou","Legion American Jiu-Jitsu",0,1
"Master 1","Male","PURPLE","Light","FIGHT 6","Fri","09/02","10:14 AM",1,"12",476,"Suleyman Samet Göktopal","GMAC",0,1
"Master 1","Male","PURPLE","Light","FIGHT 5","Fri","09/02","10:06 AM",2,"24",477,"Luís C de Farias","Nova União",0,0
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"12",478,"Suleyman Samet Göktopal","GMAC",0,1
"Master 1","Male","PURPLE","Light","BYE","BYE","BYE","BYE",1,"24",479,"Luís C de Farias","Nova União",0,1
"Master 1","Male","PURPLE","Light","FIGHT 20","Fri","09/02","12:03 PM",1,"12",480,"Suleyman Samet Göktopal","GMAC",0,1
"Master 1","Male","PURPLE","Light","FIGHT 18","Fri","09/02","11:50 AM",2,"5",481,"Julian Malcolm McDuffie","Renzo Gracie LA",0,0
"Master 1","Male","PURPLE","Light","FIGHT 18","Fri","09/02","11:46 AM",1,"12",482,"Suleyman Samet Göktopal","GMAC",0,1
"Master 1","Male","BROWN","Light","FIGHT 1","Thu","09/01","09:36 AM",1,"16",483,"Eric Forschler","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","FIGHT 2","Thu","09/01","09:45 AM",1,"12",484,"Vivek N Singh","Inverted Gear Academy",0,1
"Master 1","Male","BROWN","Light","FIGHT 4","Thu","09/01","10:10 AM",1,"21",485,"Paulo Henrique G Rodrigues","Alliance ",0,1
"Master 1","Male","BROWN","Light","FIGHT 14","Thu","09/01","11:46 AM",2,"8",486,"Rodrigo Luiz Deodato Rossi","Aloisio Silva BJJ",0,0
"Master 1","Male","BROWN","Light","FIGHT 8","Thu","09/01","10:36 AM",1,"36",487,"Levi Oscar Gutierrez","GF Team",0,1
"Master 1","Male","BROWN","Light","FIGHT 3","Thu","09/01","10:07 AM",1,"21",488,"Paulo Henrique G Rodrigues","Alliance ",0,1
"Master 1","Male","BROWN","Light","FIGHT 5","Thu","09/01","10:18 AM",2,"20",489,"Jerry Cavazos","Patrick Almeida Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Light","FIGHT 10","Thu","09/01","11:11 AM",2,"1",490,"Juliederson Gomes Rodrigues","Atos Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Light","FIGHT 11","Thu","09/01","11:20 AM",1,"8",491,"Rodrigo Luiz Deodato Rossi","Aloisio Silva BJJ",0,1
"Master 1","Male","BROWN","Light","FIGHT 6","Thu","09/01","10:09 AM",2,"32",492,"Robert Lane Martin","R1NG BJJ",1,0
"Master 1","Male","BROWN","Light","FIGHT 7","Thu","09/01","10:35 AM",1,"28",493,"Michael David McClure","Carlson Gracie Team",0,1
"Master 1","Male","BROWN","Light","FIGHT 7","Thu","09/01","10:25 AM",1,"1",494,"Juliederson Gomes Rodrigues","Atos Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","FIGHT 9","Thu","09/01","11:02 AM",1,"8",495,"Rodrigo Luiz Deodato Rossi","Aloisio Silva BJJ",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"1",496,"Juliederson Gomes Rodrigues","Atos Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"8",497,"Rodrigo Luiz Deodato Rossi","Aloisio Silva BJJ",0,1
"Master 1","Male","BROWN","Light","FIGHT 1","Thu","09/01","09:38 AM",2,"14",498,"Angel  Alvarez","Gracie Barra",0,0
"Master 1","Male","BROWN","Light","FIGHT 4","Thu","09/01","10:05 AM",2,"26",499,"Konstantin Polyakov","Cicero Costha Internacional",0,0
"Master 1","Male","BROWN","Light","FIGHT 6","Thu","09/01","10:23 AM",2,"22",500,"Kenneth M Mertens","Cascao Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Light","FIGHT 16","Thu","09/01","11:50 AM",1,"42",501,"Jonathan Michael Taft","Carlson Gracie ",0,1
"Master 1","Male","BROWN","Light","FIGHT 8","Thu","09/01","10:45 AM",2,"7",502,"William Corpstein","Ares BJJ",0,0
"Master 1","Male","BROWN","Light","FIGHT 3","Thu","09/01","09:57 AM",1,"22",503,"Kenneth M Mertens","Cascao Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"7",504,"William Corpstein","Ares BJJ",0,1
"Master 1","Male","BROWN","Light","FIGHT 9","Thu","09/01","10:53 AM",1,"4",505,"Aaron Devlin","ACTJJ International",0,1
"Master 1","Male","BROWN","Light","FIGHT 14","Thu","09/01","11:31 AM",2,"10",506,"Malachy S Silva","Renzo Gracie LA",0,0
"Master 1","Male","BROWN","Light","FIGHT 2","Thu","09/01","09:49 AM",2,"29",507,"Ismael Ubaldo HernandezFabian","Atos JJ International",0,0
"Master 1","Male","BROWN","Light","FIGHT 10","Thu","09/01","11:05 AM",1,"18",508,"Ivan Herrera","Baret Submissions USA",0,1
"Master 1","Male","BROWN","Light","FIGHT 5","Thu","09/01","10:13 AM",1,"4",509,"Aaron Devlin","ACTJJ International",0,1
"Master 1","Male","BROWN","Light","FIGHT 11","Thu","09/01","11:07 AM",1,"10",510,"Malachy S Silva","Renzo Gracie LA",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"4",511,"Aaron Devlin","ACTJJ International",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"10",512,"Malachy S Silva","Renzo Gracie LA",0,1
"Master 1","Male","BROWN","Light","FIGHT 1","Thu","09/01","09:36 AM",1,"15",513,"Gennaro Gianfranco Yucra","GF Team",0,1
"Master 1","Male","BROWN","Light","FIGHT 4","Thu","09/01","10:08 AM",1,"11",514,"Joshua G Montoya","Gracie Barra",0,1
"Master 1","Male","BROWN","Light","FIGHT 5","Thu","09/01","10:16 AM",2,"39",515,"Joseph Patrick Connor","TAC Team BJJ",0,0
"Master 1","Male","BROWN","Light","FIGHT 16","Thu","09/01","11:41 AM",2,"35",516,"Lucas Baggio Pereira","Marra Senki BJJ Academy LLC",0,0
"Master 1","Male","BROWN","Light","FIGHT 7","Thu","09/01","10:38 AM",1,"35",517,"Lucas Baggio Pereira","Marra Senki BJJ Academy LLC",0,1
"Master 1","Male","BROWN","Light","FIGHT 2","Thu","09/01","09:44 AM",2,"23",518,"Andrew Hanson","GF Team International",0,0
"Master 1","Male","BROWN","Light","FIGHT 6","Thu","09/01","10:25 AM",2,"19",519,"Adam Gottlieb","Charles Gracie Jiu-Jitsu Academy - Reno",0,0
"Master 1","Male","BROWN","Light","FIGHT 12","Thu","09/01","11:10 AM",1,"2",520,"Christian Sabas Gonzalez","Patrick Almeida Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","FIGHT 11","Thu","09/01","11:06 AM",2,"27",521,"Brian Kevin Kim","PSLPB Cicero Costha USA",0,0
"Master 1","Male","BROWN","Light","FIGHT 3","Thu","09/01","09:52 AM",2,"31",522,"Ryan Thomas Valerio","Autore",0,0
"Master 1","Male","BROWN","Light","FIGHT 2","Thu","09/01","09:44 AM",1,"27",523,"Brian Kevin Kim","PSLPB Cicero Costha USA",0,1
"Master 1","Male","BROWN","Light","FIGHT 9","Thu","09/01","10:53 AM",1,"2",524,"Christian Sabas Gonzalez","Patrick Almeida Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","FIGHT 8","Thu","09/01","10:46 AM",2,"6",525,"Jorge Eliuth Torres Arredondo","Atos Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"2",526,"Christian Sabas Gonzalez","Patrick Almeida Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"6",527,"Jorge Eliuth Torres Arredondo","Atos Jiu-Jitsu",0,1
"Master 1","Male","BROWN","Light","FIGHT 1","Thu","09/01","09:36 AM",1,"13",528,"Leanderson Moraes de Araujo","Atos JJ International",0,1
"Master 1","Male","BROWN","Light","FIGHT 5","Thu","09/01","10:16 AM",1,"25",529,"Matthew Masaaki Young","Florian Martial Arts Center",0,1
"Master 1","Male","BROWN","Light","FIGHT 7","Thu","09/01","10:37 AM",1,"37",530,"Kazunari Sawane","Excellence School of Jiu-Jitsu USA",0,1
"Master 1","Male","BROWN","Light","FIGHT 16","Thu","09/01","11:46 AM",2,"9",531,"Max Colby Dorin","G13 BJJ USA",0,0
"Master 1","Male","BROWN","Light","FIGHT 10","Thu","09/01","10:55 AM",1,"5",532,"Michael Ryan Rakauskas","Alliance ",0,1
"Master 1","Male","BROWN","Light","FIGHT 3","Thu","09/01","09:48 AM",2,"24",533,"Andrew Shawn Morais","Jiu-Jitsu For Life Team",0,0
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"5",534,"Michael Ryan Rakauskas","Alliance ",0,1
"Master 1","Male","BROWN","Light","FIGHT 11","Thu","09/01","11:04 AM",1,"3",535,"Felipe Augusto C Pereira da Silva","Carlson Gracie Team",0,1
"Master 1","Male","BROWN","Light","FIGHT 13","Thu","09/01","11:27 AM",1,"9",536,"Max Colby Dorin","G13 BJJ USA",0,1
"Master 1","Male","BROWN","Light","FIGHT 4","Thu","09/01","10:09 AM",1,"30",537,"Sergio Nicolas Ramos Lopez","R1NG BJJ",0,1
"Master 1","Male","BROWN","Light","FIGHT 6","Thu","09/01","10:21 AM",2,"17",538,"Brandon Joseph Williams","Roberto Traven BJJ",0,0
"Master 1","Male","BROWN","Light","FIGHT 8","Thu","09/01","10:41 AM",1,"3",539,"Felipe Augusto C Pereira da Silva","Carlson Gracie Team",0,1
"Master 1","Male","BROWN","Light","FIGHT 9","Thu","09/01","10:48 AM",1,"9",540,"Max Colby Dorin","G13 BJJ USA",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"3",541,"Felipe Augusto C Pereira da Silva","Carlson Gracie Team",0,1
"Master 1","Male","BROWN","Light","BYE","BYE","BYE","BYE",1,"9",542,"Max Colby Dorin","G13 BJJ USA",0,1
"Master 1","Male","BROWN","Light","FIGHT 19","Thu","09/01","12:41 PM",2,"2",543,"Christian Sabas Gonzalez","Patrick Almeida Jiu-Jitsu",0,0
"Master 1","Male","BROWN","Light","FIGHT 18","Thu","09/01","12:21 PM",1,"4",544,"Aaron Devlin","ACTJJ International",0,1
"Master 1","Male","BROWN","Light","FIGHT 18","Thu","09/01","12:15 PM",2,"3",545,"Felipe Augusto C Pereira da Silva","Carlson Gracie Team",0,0
"Master 1","Male","BLACK","Light","FIGHT 2","Thu","09/01","09:56 AM",1,"7",546,"Frederico Augusto Alves Silva","Alliance ",0,1
"Master 1","Male","BLACK","Light","FIGHT 9","Thu","09/01","10:30 AM",2,"16",547,"Victor de Albuquerque Shinzato","Gracie Barra",1,0
"Master 1","Male","BLACK","Light","FIGHT 5","Thu","09/01","10:18 AM",2,"44",548,"Rafael Domingos Benedito","Team Domingos LV",0,0
"Master 1","Male","BLACK","Light","FIGHT 16","Thu","09/01","11:31 AM",1,"1",549,"Pedro Fernandes Farias","Checkmat New York City",0,1
"Master 1","Male","BLACK","Light","FIGHT 10","Thu","09/01","10:45 AM",1,"40",550,"Walton Chung","GF Team International",0,1
"Master 1","Male","BLACK","Light","FIGHT 1","Thu","09/01","09:36 AM",2,"27",551,"Rodrigo Lopes Cardoso","Ares BJJ",0,0
"Master 1","Male","BLACK","Light","FIGHT 4","Thu","09/01","10:15 AM",2,"24",552,"Daniel A Casarez","Ares BJJ MABJJ Academy ",0,0
"Master 1","Male","BLACK","Light","FIGHT 11","Thu","09/01","10:52 AM",2,"52",553,"Genilson Ferreira Cardoso","Ares BJJ Brasil",0,0
"Master 1","Male","BLACK","Light","FIGHT 14","Thu","09/01","11:16 AM",1,"1",554,"Pedro Fernandes Farias","Checkmat New York City",0,1
"Master 1","Male","BLACK","Light","FIGHT 6","Thu","09/01","10:11 AM",2,"12",555,"Bruno Valdivino de Carvalho","ZR Team Woodland Hills ",1,0
"Master 1","Male","BLACK","Light","FIGHT 8","Thu","09/01","10:34 AM",1,"32",556,"Vinicius Agudo Silva","CheckMat",0,1
"Master 1","Male","BLACK","Light","FIGHT 7","Thu","09/01","10:26 AM",2,"36",557,"Logan S Smith","Alliance Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Light","FIGHT 12","Thu","09/01","11:01 AM",1,"1",558,"Pedro Fernandes Farias","Checkmat New York City",0,1
"Master 1","Male","BLACK","Light","FIGHT 3","Thu","09/01","10:05 AM",2,"21",559,"Fahad A H A S AlMarri","Machine BJJ",0,0
"Master 1","Male","BLACK","Light","BYE","BYE","BYE","BYE",1,"1",560,"Pedro Fernandes Farias","Checkmat New York City",0,1
"Master 1","Male","BLACK","Light","FIGHT 1","Thu","09/01","09:36 AM",1,"6",561,"Daniel Sena Paulino","Renzo Gracie Academy",0,1
"Master 1","Male","BLACK","Light","FIGHT 5","Thu","09/01","10:18 AM",1,"14",562,"Alexander Charles Yablong","Easton BJJ",0,1
